1993317,Books,1214.0033833084924,SRuNt6E9wA984sio5EUhdIKItw1zNJuLG8yn8GGV0fVykCX5Pj
247588,Books,1214.0029712621667,1jROEDVQ7CAURksPyWkHtCNrSYEJS1MQMre1sIueCA9XgKtVJa
269998,Books,1213.997446911319,Bgxv2dM10Gpp1BZTIlujtWqVob3ZKMcG4ZSlF2M7ChJJCSGqjQ
1485484,Electronics,1213.9957864635385,WhgYKZo66MuNJuVVNLXMgnMzDc5lWRXUe7zxNMvDX0k0DP1fpg
372204,Clothes,1213.9923770928658,C0G5FRTTdPAe4SZDMXEJ42VhyN45GbK4eH5WWlSrotxZJE3DhW
203246,Clothes,1213.9881912265303,3DquvbiC91EZ5oCShn7DQCx22P1UCAobaGkzYSu6FkHPLlKuqi
1785703,Books,1213.986180276515,ofKSfEACr87QjEptG1tjy56j4tHTRI5OeYf4IENS2E64MxPZ4s
245325,Electronics,1213.9860967420898,bEPd31HyvneZzAIEFT5PjPUwuZXvSclHhDt3Az2piMSZRirCCf
495180,Electronics,1213.9816075775784,OkwpWNn3vkG9rCflUCnfxYDiqOLdfzS7kBC05mLNhet2hJ4WUZ
1271263,Books,1213.9793906573102,hiKwdbowUFv39PKJaqHoq6dZaMcTvJkpC2cyhdu0jZuSIVIsRU
1646006,Clothes,1213.9774937156049,goQ3zTMKVh55negxfkMamzNy7czV3ZDpJK1bXKElARXQCoW8w3
363795,Books,1213.9757425914952,dv0Mmw7NJ5Vr3z5toXab40zozc7HaltglQLwmatnxIIQldkCAC
381364,Electronics,1213.9720649205476,H0ZNJgzpc3RxR2AKSuVZGCF4EeV0jVjy3u9qRcauUZNPLS8KP9
1628464,Books,1213.9711701831702,8PCxZvAitIlKEB0etMYTV86nxUooJVj7sI8FFRiKBl83KEyfwp
415529,Electronics,1213.97105440514,6xm6V8YftcaMkfwDnqqiG9nRV5ybJwCRCf4MHHWURAdAjoU8Nc
204385,Clothes,1213.9690469289412,Pm9ejpmNm90joghTgMioLUNhe7bawq8bBDevTzd4VMEk8DXdSs
609846,Books,1213.9653190739655,PlbXBjJIqOjxmnN9mFr9WlQXWOrH212znHHYlHkeEYmjnUH42Z
1244392,Clothes,1213.9639156565374,UMo7gHR8gL44L4yMiXToDnxqTdfEyJ5EQypjvFZ2LKpOWBjHT1
1959123,Electronics,1213.9632143697806,cZbWZew6iLu5ZTELlnmjq4U6ZJFd0tzIWDfjS5MHFgHbh1C3Yx
1447079,Clothes,1213.962778620982,OO4TXXh4ZNgCxXDqSwlsL9MFG5EOErSmKtbDcjjTpnZv4OrJio
1868630,Electronics,1213.9627595018717,0OGJKcjmhFq79qIv9aYCzI8X7CsXvY6E5NXsISHzEcuzfXel4z
267688,Electronics,1213.9612896548138,QLaB5uAzOORrLZlt1PtOyulz64aEzYKVA2IQJFC1kd6wXLYmMu
1495555,Books,1213.9607617215443,EF0SIw8DGrzJq0ukmyIASmILprJnRoglPiv7A65e179F5KxCNm
608298,Electronics,1213.959443947684,dEo6tmRsL1TMFoIj81FcuRswDPnDlFaK8MgtKdYZGDyMbqZY26
1115070,Electronics,1213.957874485037,fNJL2qAdCQRVxNx8LaZSx1BXJ0Mb0xbnGbFcFViI5Mc57m7EkX
70010,Books,1213.9568781917035,nGUYpERgwflr8GjNFbLZtIRTkiQlpgSHTjaK8MN0BQ61zHC8cT
556749,Clothes,1213.9558403743904,7orIEkOXyE0hfOaasBLH6JGz8T3AJfNp5ylqmv0wvbkn8RiMkB
1484589,Clothes,1213.9543808095682,FUpViRAjik2NtYhE3iCsSab3nWOR7hUEJB5Gs029i2CpYHXHC5
1587272,Electronics,1213.9535737403446,A0e22a1bHbQSRmPcGLSx8eJHHbiyXY5dwPXQl4udBw58VCWCNh
1495368,Books,1213.9528489124768,vhYgKz8kZhnsB7PveYhqrV0nIaJaFkb8SIwHgr1PbjFK1nExcE
697954,Clothes,1213.952507118992,tBbZVWz5Bx76EVmQ512WmVklCxwf3V4JrG1tRDU8N3GAqXp3FC
164792,Clothes,1213.9524412000956,3bvM8afNXAEWJ8lDKCcU0oaIWF5dUTCQmkvImqdtYMWOhreLyv
1877305,Clothes,1213.95151587174,zL7GDbBnImMrYuHM3imbCKZ2FhXmAWnlJ5YbWHdRlE9A4R51l7
1405723,Books,1213.9514885017988,XYkT08q7evVLls0JGSyjK8ThYgyLW0f1YhXfI5bqVIvS8qdSDQ
1357125,Electronics,1213.9510211338327,8cmWKZHimw7xnWgvxWs4MKNLpZT0CHwoety40SkZdraT6oKF85
347556,Clothes,1213.9508328649092,yGmto1sNMvHdt4vjcMqCN65aENeBsl9iYePqBp6aIePT1PWAPL
1195472,Clothes,1213.9505718355276,rbWV1OWoB9IqcbtkhxGSVo42zFlWSyIwpgJ1gVk0mDdDAUE0pT
1076297,Electronics,1213.9504352365116,ipHnE86YivagJiy6CfUoZx5sMRtnuAGjIIKDEx3n7ohJp6WXYa
181567,Clothes,1213.9491606093034,PC9pFHpcwwubeijIeec8SFxc7W2c1ti1wL2EnFcrpsrtLyh5uA
269962,Clothes,1213.9483146151902,aRpDUs5KGKYhYn8KeCOVKdp0H3SDd5TQUIuqw4TgKwOr3yqEfJ
326235,Clothes,1213.9424154605058,goFYKAuVcwsVXFKJjvJaX6oYyglccvsW0IpSVLrZLW2KD2wIDh
999924,Books,1213.9401138291698,KtxHde5wRbvcRx17APc537j3UY9CSVxP8ypFvqsujJ2CInyhqq
1155551,Books,1213.9396787554235,b3hcdNSa6A3YYwPWJJvtNft9cUpFB09cvLgqThBMKY7KQ2apND
189766,Clothes,1213.9395551942778,Hw92p51QjPNGVSMDgacgYEGz3JBE5YOg3NUqNjSBDXLwyLqkoU
1378353,Books,1213.9385037218726,siUpG9vV7RFbD50UPg3g2QqH50dhih5rXpcqwmKzlE37KYRVEh
469391,Clothes,1213.9357484226452,LD06t2ST2gRpIaf9JSYQnYeJx8iddC0zOs0acXOUg7vWJRdMMZ
161421,Clothes,1213.935737559599,SGJbREuu79mmulNPfYqNbDFAiThai19xZBqFjNgBJoVrr4pZwk
981338,Books,1213.9351543161142,VaTbAvNViQOCuRX8dGxECA9sVRNJxRfzkNZBRGPvM3LxlbnLOs
574042,Books,1213.935041886527,aSk7EDmkkVf5vw7ZUb9Rd5RzZZHz9YyrEYawlc3q9YS5yaOhtE
1419493,Books,1213.932593172062,FFa1HDF44H5Py2lL0Ri9EJTjcslvQDUcfxDRpHMjFMmflfw9Q4
978667,Electronics,1213.9313689989167,1seD4nh72rmxsK5o6yTYUSmDYCILz6finqqHF1ioQur92jUjbk
1510598,Electronics,1213.930636684955,7xjOOCr7S5cf7PCfecbfkZXXNGxw0k16hwQalSoHCADobbtzJ9
422798,Electronics,1213.9274825731256,mrpOwqv1xzJa8mguqKLe8s9osTlNQmVSu7VTCiHvqR725ixjUN
752333,Electronics,1213.9249127428304,IQAz4PmpiD7VR7ZgJmVtNIpWZPRB3Cqrz6fvMRJ3kZN1VeTPcZ
878277,Books,1213.924373223812,nLFzEE2J4e7SE4zidVdh7hW6PwWkw3iIHVgspvXiecOZKwKeHl
33320,Clothes,1213.9241748848606,hQW6jaqbgzH0TQlPbdKy1lt9MQCm25aQy1jOgFYYu8XOv1GJqH
1821209,Clothes,1213.9235407983535,kS1OCrImsPAI4rshTFlqxxOML3mtnoBiKhMSbIgGYXzluaH7PO
345948,Electronics,1213.9234083343654,elGDUeLtVOd2dkHExSyYnU2GZ4RUZ4FhjiFw1AzAjxpJn1tbB6
1050437,Clothes,1213.9232913531037,SV32Sye41j5TSO6v4JMAOcm3jzcZ2kgZyi0d2P3BG3GA4j4TgV
1648672,Clothes,1213.9226317512926,ZKAI7M2X9zcMzs0B2Bo7RRAw56IvVfXKdifOn5CLV76FTIn0u2
1206697,Electronics,1213.919692254702,bN3GGcBBHXL7kKEO95LZGmSGDuHzrCMEjnUSxe13IbWki4CzHL
1166465,Clothes,1213.918573622195,8cf1IqNNpqsK7Ehsx46z6EnOcX0wA9SH2V3W3zT2nx9PT5kXGN
1261231,Clothes,1213.9171567244753,brlOTFq4CGlPHHHFXRIDQatLAZsHUsjNjJCR1gukCkgh7kBPX4
1847810,Books,1213.9168229816441,g0YboZGNTN7AauJEtSkPu2tgaraEY5N8GgkEejEUaTFiBQgy0G
1254634,Clothes,1213.9160872237587,T5Bjp99CQhPafudo2hRRVRwbywuFc08qqd4kZG847GSsjKyumd
482256,Books,1213.9143496073302,oV4jzKi5Cvymz2luCKji7zER1UXX1QMPe0gSJqfV5Ov4JTMp3N
782644,Clothes,1213.9143126405777,pT9OD92ja6Rt8wAA5r3vm8fcBBhOTEhnrpTQlFV4a4hP9X7mDA
1947258,Books,1213.914103049598,BWMl4T6CZK77bqAUSzAg82TVOAyzrJn3uRUSRjZ5UycFvY53ik
1288044,Books,1213.9122948154607,vqQG0nnsAdJEkPuCR9wON3ens9XIqglUw99b5gUCn402cl6JWB
1919860,Electronics,1213.9085061516291,XBspOQS69Y0Gvlkq6IIVm3HWRNH7JvtrVPAfDoCtrv19uHK27v
848284,Clothes,1213.90839058644,iHhSleteiHpZQRt1pgq0yjcxwfQivEOjGrXaXWXXyGngKKnZIh
275105,Electronics,1213.9072058817949,yekNsmuZYYFSA3Sve9s22IVStm4GhczGTSRXMLdDDJYFUa1oTJ
697284,Books,1213.906908612818,edmxkk6Na6MW8HWzuuzJignO2Yx3c60DjFJwiVmDeF6s1rQkSi
1847067,Books,1213.906894959865,IqppaIXyji38JZxfcQtAuXCsuvJAOVW2Gv9Vlc5jZn677EiVf6
1827058,Electronics,1213.906772889142,wmdQCohrbI8SaVuo9kQzwxujDZ9YvLdDr14EK5CXDmNhsG1xQy
1028214,Clothes,1213.9067035930852,wT2EbGTUf6bhMcf4kTnBTjHnuifKaEkB04viyug5cNuMn5ZGf2
1144976,Electronics,1213.9060138734785,BU6i1ZWMgrS9Yzi9ngiYcAgmxPvFne3IEGvPQcS4T7IgyTTgsh
420493,Electronics,1213.903615749349,bcHDPtfaBAuHeheB1zCB9loQXFv1GHENMwRTkoIWBgTHlMAStr
78808,Electronics,1213.9030643622311,UdCiV3Hak0KU0iSaGDHVn9HetG7jaJvtDHyvaiPiMbydWJC9n3
